tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,mta_tax,improvement_surcharge,total_amount,congestion_surcharge,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-10-17 00:19:44,2024-10-17 00:25:06,1.0,0.7,161,162,7.2,1.0,0.5,1.0,15.25,2.5,322.0,40.75802804352629,-73.97769793122407,40.75668765218882,-73.97235594352027
2024-10-17 00:19:49,2024-10-17 00:39:50,1.0,5.0,161,232,24.0,3.5,0.5,1.0,34.8,2.5,1201.0,40.75802804352629,-73.97769793122407,40.71473250693941,-73.9830245583349
2024-10-17 00:19:53,2024-10-17 00:40:50,1.0,6.35,161,33,29.6,1.0,0.5,1.0,34.6,2.5,1257.0,40.75802804352629,-73.97769793122407,40.69579822121127,-73.9952501199663
2024-10-17 00:21:18,2024-10-17 00:24:31,1.0,0.51,161,161,5.1,1.0,0.5,1.0,10.1,2.5,193.0,40.75802804352629,-73.97769793122407,40.75802804352629,-73.97769793122407
2024-10-17 00:21:18,2024-10-17 00:24:31,1.0,0.51,161,161,5.1,1.0,0.5,1.0,10.1,2.5,193.0,40.75802804352629,-73.97769793122407,40.75802804352629,-73.97769793122407
2024-10-17 00:21:39,2024-10-17 00:27:01,1.0,0.9,161,107,7.9,3.5,0.5,1.0,15.45,2.5,322.0,40.75802804352629,-73.97769793122407,40.73682405761895,-73.9840521326891
2024-10-17 00:22:05,2024-10-17 00:27:38,1.0,1.05,161,142,7.9,1.0,0.5,1.0,15.48,2.5,333.0,40.75802804352629,-73.97769793122407,40.77363329302708,-73.98153220639182
2024-10-17 00:23:03,2024-10-17 00:37:16,1.0,2.67,161,262,16.3,1.0,0.5,1.0,22.38,2.5,853.0,40.75802804352629,-73.97769793122407,40.775932403149966,-73.94651035601466
2024-10-17 00:23:23,2024-10-17 00:30:58,1.0,1.27,161,48,9.3,1.0,0.5,1.0,17.16,2.5,455.0,40.75802804352629,-73.97769793122407,40.76225275531935,-73.98984464313298
2024-10-17 00:23:52,2024-10-17 00:41:18,1.0,4.0,161,75,21.2,1.0,0.5,1.0,27.2,2.5,1046.0,40.75802804352629,-73.97769793122407,40.7900107514954,-73.94575026755157
2024-10-17 00:24:00,2024-10-17 00:36:00,1.0,2.33,161,141,11.98,0.0,0.5,1.0,15.98,2.5,720.0,40.75802804352629,-73.97769793122407,40.76694821638321,-73.95963474149167
2024-10-17 00:24:44,2024-10-17 01:03:08,2.0,8.07,161,244,45.0,1.0,0.5,1.0,50.0,2.5,2304.0,40.75802804352629,-73.97769793122407,40.84170877111965,-73.94139910573635
